AK_D_3,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.7%1.34%1.87%2.1%3.54%,0.11%1.4%1.81%2.28%2.83%3.02%3.76%5.33%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.09%0.67%6.27%19.53%35.51%,0.0%0.0%0.0%0.0%0.24%1.03%1.27%3.22%,0.22%0.24%1.39%1.53%1.53%1.81%1.87%2.56%,0.0%0.0%0.0%0.0%0.0%0.0%0.06%0.49%,0.0%0.0%0.0%0.0%0.0%0.03%1.08%6.72%,0.0%0.0%0.0%0.0%0.0%0.0%2.18%3.63%,3.73%4.59%4.77%6.86%9.09%23.94%27.4%42.89%
AK_D_1,0.0%0.0%0.0%,0.0%0.0%9.67%,0.0%9.63%29.83%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%32.83%,0.0%0.0%2.12%,0.0%0.0%6.74%,0.0%0.0%9.24%,0.0%0.0%4.53%,0.0%0.0%179.71%,0.0%37.39%246.9%
AK_D_5,0.06%0.48%,0.57%0.86%,1.77%3.21%,0.0%0.0%,0.0%0.42%,0.0%0.0%,0.0%0.35%,6.11%13.0%,0.0%0.71%,1.29%9.42%,0.15%1.09%,0.0%0.17%,6.44%14.29%,17.16%43.23%
AK_D_6,0.0%0.49%,0.19%0.52%,0.71%1.0%,0.0%0.0%,0.0%0.1%,0.0%0.0%,0.0%0.16%,0.0%1.4%,0.0%0.08%,0.06%0.34%,0.0%0.05%,0.0%0.44%,1.73%2.44%,4.32%5.4%
AK_E_6,0.04%0.05%0.1%0.14%0.14%0.16%0.2%0.27%0.27%0.34%0.4%0.41%0.54%1.15%,0.03%0.03%0.05%0.1%0.15%0.17%0.19%0.2%0.2%0.21%0.25%0.26%0.3%0.63%,0.0%0.05%0.06%0.19%0.31%0.41%0.44%0.49%0.53%0.6%0.95%1.11%1.12%1.76%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.09%0.12%0.34%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.01%0.02%0.02%0.02%0.12%0.2%0.36%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.13%,0.0%0.0%0.0%0.0%0.0%0.0%0.03%0.05%0.06%0.08%0.09%0.14%0.73%0.89%,0.0%0.0%0.15%0.57%0.71%1.36%2.4%3.58%4.25%7.65%11.27%12.35%12.44%20.05%,0.0%0.0%0.09%0.09%0.11%0.11%0.16%0.17%0.17%0.18%0.18%0.23%0.28%1.08%,0.0%0.0%0.06%0.3%0.35%0.38%0.61%0.85%1.3%2.31%2.96%8.9%9.09%9.73%,0.0%0.0%0.0%0.05%0.1%0.16%0.21%0.41%0.73%0.91%1.09%1.19%1.69%1.76%,0.0%0.0%0.0%0.0%0.02%0.05%0.37%0.45%0.47%0.55%1.09%1.13%1.86%8.98%,0.0%0.58%3.23%3.41%5.16%5.51%6.51%7.27%7.79%7.97%8.26%8.39%9.23%11.37%,2.38%7.31%8.11%10.62%11.0%13.48%14.32%18.26%18.96%19.97%21.97%27.98%30.56%38.03%
AK_E_3,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.17%,0.0%0.0%0.0%0.43%0.97%1.16%1.27%1.53%1.97%2.03%6.86%,0.0%0.0%0.0%0.86%1.05%1.75%1.93%3.1%3.56%3.71%5.81%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.53%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%3.51%4.11%4.75%7.79%14.79%,0.0%0.0%0.0%0.09%0.43%0.74%0.87%1.25%2.51%3.84%9.72%,0.0%0.92%1.04%1.05%1.62%1.89%2.37%3.66%4.0%9.91%15.32%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.45%2.87%,0.0%0.0%0.0%0.0%0.0%1.2%2.26%4.0%9.19%9.3%10.87%,4.0%5.3%11.06%13.1%15.32%15.48%17.86%18.19%19.72%24.16%30.84%
AK_E_4,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.01%0.03%0.13%0.47%,0.0%0.25%0.35%0.66%0.8%0.82%1.0%1.15%1.4%1.6%1.67%3.21%,0.36%0.47%0.5%0.76%0.8%0.95%1.05%1.06%1.24%2.64%3.42%5.75%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%1.91%2.19%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%1.13%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%1.13%,0.46%0.6%0.69%2.41%2.7%2.89%5.58%7.99%9.53%10.13%11.22%11.63%,0.0%0.0%0.0%0.06%0.08%0.22%0.36%0.37%0.91%1.43%1.74%2.1%,0.0%0.0%0.5%0.59%0.71%0.88%0.91%1.25%1.38%1.44%3.43%6.55%,0.0%0.0%0.0%0.0%0.0%0.0%0.76%0.85%1.59%2.14%2.86%13.95%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.56%0.82%3.2%,0.0%2.08%2.24%3.24%3.49%4.32%4.77%7.37%7.88%10.66%11.68%14.46%,8.46%12.28%14.37%15.29%15.76%17.46%18.51%19.65%19.97%23.67%29.53%33.61%
AK_E_5,0.0%0.0%0.05%0.24%,0.0%0.0%0.37%0.62%,0.0%0.36%1.1%2.49%,0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%,0.0%0.0%0.0%2.72%,0.0%0.0%0.0%1.61%,0.01%2.01%2.16%3.79%,0.0%0.13%0.68%1.12%,0.51%1.36%4.88%8.64%,0.0%0.41%2.41%3.47%,0.0%0.0%0.0%0.0%,0.0%0.84%1.81%3.31%,8.19%11.95%12.06%14.92%
AK_E_2,0.0%0.0%0.0%0.45%0.76%,0.0%0.0%0.0%2.1%5.71%,1.13%2.15%3.54%3.98%4.84%,0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%4.89%,0.0%0.0%0.14%1.44%2.24%,0.0%0.0%0.13%0.95%9.08%,0.0%0.0%0.0%0.26%1.29%,0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%7.85%,3.36%4.35%10.14%14.04%21.04%
AK_E_1,0.0%0.0%0.0%,0.0%1.37%14.57%,0.0%0.0%14.79%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%2.92%16.96%,0.0%0.0%8.68%,0.0%0.0%2.95%,0.0%0.0%1.11%,0.0%0.0%0.0%,0.0%0.0%4.71%,0.0%0.0%0.0%,16.96%17.49%33.61%
AK_F_2,0.0%0.0%0.0%,2.14%12.37%32.52%,0.0%9.88%13.69%,0.0%0.0%14.05%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.78%6.4%,0.0%0.0%0.82%,0.0%1.98%11.57%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%4.02%,19.41%44.23%46.56%
AK_F_3,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.12%0.16%0.48%0.53%,0.0%0.0%0.59%0.81%1.64%2.53%2.54%2.75%3.02%3.2%4.1%9.88%,0.33%0.44%0.68%0.72%0.74%0.76%1.54%2.83%3.29%3.47%6.93%10.44%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.18%1.25%,0.0%0.0%0.0%0.0%0.0%1.1%1.66%1.79%2.74%3.85%8.97%14.41%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.23%0.24%1.38%1.42%3.32%,0.0%0.66%0.71%0.73%0.77%1.98%2.21%2.57%2.63%3.23%3.37%3.78%,0.0%0.0%0.0%0.0%0.0%0.0%0.05%0.34%0.52%1.46%1.9%2.99%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.09%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%4.87%6.4%7.96%9.47%,7.49%7.81%9.14%9.44%12.81%14.63%14.99%16.18%16.68%17.01%18.97%20.56%
