AZ_H_1,0.0%0.0%0.0%,3.25%4.89%144.23%,0.0%0.0%7.42%,0.0%0.0%18.98%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%4.0%14.42%,0.0%0.0%0.0%,0.0%0.0%8.93%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,22.23%25.25%158.65%
AZ_H_4,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%1.43%,0.15%0.22%0.27%0.37%0.51%0.67%1.1%1.25%1.27%5.75%,0.0%0.0%0.0%0.0%0.0%0.0%0.04%0.29%0.5%2.19%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%9.01%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%2.23%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.74%,0.0%0.0%0.0%0.01%0.01%0.1%0.55%1.09%2.37%25.05%,0.0%0.0%0.0%0.0%0.0%0.06%0.12%0.17%0.17%0.38%,0.0%0.06%0.09%0.15%0.24%0.24%0.26%0.91%1.35%2.7%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.1%0.35%2.64%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%2.82%4.74%,0.37%0.51%0.73%0.76%0.92%4.95%5.93%13.05%21.18%26.31%
AZ_H_5,0.0%0.08%10.14%,0.0%0.42%0.42%,0.0%0.62%1.05%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.44%,0.0%0.0%0.0%,1.96%2.61%7.39%,0.2%0.43%0.52%,2.0%2.45%4.26%,0.4%0.43%0.49%,0.0%0.07%0.07%,0.0%1.38%5.95%,5.56%13.24%24.97%
AZ_H_6,0.13%0.87%1.21%,0.27%0.27%0.85%,0.02%0.38%0.77%,0.0%0.0%0.0%,0.0%0.0%1.04%,0.0%0.0%16.98%,0.0%0.0%0.0%,6.66%14.04%20.33%,0.03%0.07%0.07%,0.27%2.46%17.82%,0.14%1.98%2.71%,0.0%0.0%0.63%,0.19%3.18%3.57%,24.69%31.16%41.1%
AZ_I_2,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.35%0.38%0.73%2.53%6.13%,0.0%0.0%0.52%0.84%1.73%1.89%2.2%,0.0%0.0%0.0%0.0%0.0%0.0%10.55%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%1.17%1.41%7.72%,0.0%0.0%0.0%0.34%1.29%1.86%6.44%,0.23%0.55%0.66%1.15%1.36%2.04%4.62%,0.0%0.0%0.04%0.45%0.9%1.37%2.08%,0.0%0.0%0.0%0.0%0.0%0.0%0.24%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,2.37%3.55%4.62%4.76%7.75%13.62%27.09%
AZ_I_1,0.0%0.0%0.0%74.71%,1.6%2.58%3.98%50.09%,0.0%0.0%16.23%21.41%,0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%,0.0%0.0%0.0%53.1%,0.0%0.0%0.0%0.0%,0.0%0.0%0.0%1.99%,0.0%0.0%0.0%0.0%,0.0%0.0%4.25%5.52%,0.0%0.0%0.0%0.0%,0.0%0.0%0.03%47.39%,0.0%0.0%0.0%0.0%,17.83%52.07%76.91%136.08%
AZ_I_3,0.0%0.0%0.0%0.0%0.2%0.77%5.62%30.61%,0.0%0.32%0.92%1.08%1.54%1.76%2.16%3.26%,0.4%0.47%0.48%1.52%1.55%1.68%1.85%2.42%,0.0%0.0%0.0%0.0%0.0%0.0%10.29%23.63%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%3.6%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.51%1.39%3.08%6.16%8.88%,0.0%0.0%0.0%0.0%0.35%0.52%1.15%3.05%,0.28%0.64%1.44%1.45%1.81%2.37%4.41%4.47%,0.0%0.0%0.0%0.0%0.41%0.7%1.52%2.67%,0.0%0.0%0.0%0.0%0.69%0.79%5.63%7.83%,0.0%0.0%1.34%1.37%2.91%3.98%5.04%7.52%,7.87%12.24%19.78%20.3%20.4%30.25%31.87%37.82%
AZ_I_4,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%56.35%,0.0%0.0%0.21%0.23%0.3%0.37%0.63%2.2%4.78%,0.0%0.0%0.19%0.31%0.45%0.46%0.79%1.57%7.57%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.82%1.23%1.37%1.95%2.06%8.41%12.97%15.61%25.71%,0.0%0.0%0.0%0.0%0.0%0.0%0.02%0.44%0.9%,0.19%0.4%0.87%2.54%2.55%3.2%5.71%8.76%11.62%,0.0%0.0%0.0%0.15%0.37%0.6%0.78%0.88%2.34%,0.0%0.0%0.0%0.0%0.0%0.0%0.01%0.13%0.16%,0.0%0.0%0.0%0.46%1.52%3.47%3.83%6.04%6.18%,8.49%9.04%9.56%11.98%15.14%20.93%31.58%33.42%70.52%
AZ_I_5,0.0%0.0%0.0%,0.0%0.0%0.35%,0.0%0.28%0.86%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.52%,0.0%0.0%0.0%,0.0%0.0%2.43%,0.0%0.0%0.17%,0.51%1.72%2.71%,0.0%0.0%0.73%,0.0%0.0%0.0%,4.64%9.15%13.39%,5.15%14.14%18.17%
AZ_J_2,0.0%0.0%0.0%0.09%5.81%30.74%47.99%,0.0%0.0%0.35%0.54%1.43%2.14%6.32%,0.0%0.0%0.0%0.0%7.37%24.77%25.54%,0.0%0.0%0.0%0.0%0.0%0.0%22.24%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.97%1.1%,0.0%0.0%0.0%0.0%0.0%0.77%1.58%,0.0%0.7%1.02%2.2%2.37%3.92%7.99%,0.0%0.0%0.0%0.0%0.0%0.0%0.3%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%4.65%,2.91%3.87%5.51%27.32%31.98%55.33%75.98%
AZ_J_3,0.0%0.0%0.1%2.02%20.95%,0.0%0.34%0.77%1.58%3.57%,0.0%0.0%0.0%1.08%1.1%,0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%8.43%,0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%5.06%11.23%,0.0%0.0%0.0%0.02%4.04%,0.0%0.54%2.93%3.71%8.17%,0.0%0.0%0.0%1.66%3.4%,0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%2.31%3.48%,0.0%8.75%18.61%21.22%37.92%
AZ_J_4,0.0%0.0%0.0%0.0%0.0%0.0%0.01%0.06%0.78%1.75%,0.0%0.0%0.0%0.0%0.06%0.18%0.27%0.42%0.55%1.38%,0.04%0.12%0.32%0.47%2.02%2.52%3.53%4.98%5.92%7.4%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%2.98%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%75.65%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.53%,0.0%0.0%0.0%0.0%0.35%0.61%1.49%3.6%3.81%12.47%,0.0%0.0%0.0%0.01%0.03%0.29%0.72%0.85%1.42%2.13%,0.0%0.0%0.37%0.43%0.59%0.93%1.12%2.56%4.99%6.26%,0.0%0.0%0.0%0.0%0.0%0.23%0.89%1.82%2.03%2.69%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.34%0.37%,0.0%0.0%0.0%0.0%1.55%2.9%3.18%5.79%6.98%14.34%,4.71%6.62%7.48%9.01%9.22%10.87%17.74%18.85%29.83%85.81%
AZ_J_5,0.0%0.0%,0.0%0.0%,0.0%1.11%,0.0%0.0%,0.0%0.0%,0.0%0.0%,0.0%0.0%,0.0%6.49%,0.0%0.13%,0.0%0.07%,0.0%1.33%,0.0%0.1%,3.7%11.12%,4.91%19.15%
AZ_J_1,0.0%106.84%,3.55%256.49%,3.36%461.1%,0.0%0.0%,0.0%0.0%,0.0%0.0%,0.0%0.0%,0.0%0.0%,0.0%0.36%,0.42%91.82%,0.0%0.0%,0.0%0.0%,0.0%575.05%,114.54%1384.47%
AZ_J_6,0.01%0.01%0.26%,0.17%0.19%0.25%,0.43%1.59%1.8%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.18%,0.0%0.0%0.0%,0.0%0.04%0.99%,0.0%0.0%0.26%,0.22%1.46%5.03%,0.0%0.0%0.22%,0.0%0.33%0.35%,3.03%6.04%7.75%,6.69%7.57%16.34%
AZ_K_1,0.0%0.0%0.0%,0.0%2.32%28.14%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%2.32%28.14%
AZ_K_4,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.08%0.22%0.26%0.54%1.82%,0.0%0.0%0.0%0.0%0.03%0.09%0.35%1.04%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.03%0.04%0.2%0.45%,0.0%0.0%0.0%0.0%0.0%0.01%0.01%0.13%,0.0%0.05%0.09%0.1%0.13%0.19%0.29%0.35%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.6%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%1.75%,0.0%0.0%0.0%0.0%0.0%0.23%0.36%1.54%,0.0%0.16%0.35%0.39%0.94%1.2%2.78%5.12%
AZ_K_3,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.27%0.54%0.87%1.78%2.37%,0.0%0.58%0.75%0.96%1.41%1.6%2.02%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.02%,0.0%0.0%0.0%0.35%0.6%14.39%68.75%,0.0%0.0%0.0%0.0%1.95%1.98%3.81%,0.88%1.74%1.77%2.78%2.83%8.18%9.21%,0.0%0.0%0.0%0.0%0.0%0.0%0.75%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.03%1.33%2.32%,1.8%4.36%6.02%6.59%14.95%31.84%71.27%
AZ_K_2,0.0%0.0%0.0%0.0%0.03%,0.0%0.0%0.0%0.66%1.03%,0.0%0.58%0.85%2.78%14.34%,0.0%0.0%0.0%1.08%28.95%,0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%42.12%,0.0%0.0%0.43%0.47%1.43%,0.0%0.0%1.04%3.27%3.93%,0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%2.86%,0.58%1.11%9.07%47.38%47.69%
AZ_K_6,0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.04%0.05%,0.0%0.04%0.06%0.17%0.37%,0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.97%,0.0%0.0%0.0%0.0%0.08%,0.0%0.05%0.14%0.39%0.45%,0.0%0.0%0.0%0.0%0.96%,0.0%0.1%0.13%0.26%0.32%,0.0%0.0%0.01%0.01%0.35%,0.0%0.01%0.07%0.18%0.4%,0.0%0.0%0.57%1.13%1.32%,0.18%0.26%2.37%2.59%3.23%
AZ_L_3,0.0%0.0%0.0%0.0%0.02%0.16%0.23%0.73%,0.37%0.52%0.74%1.24%1.65%2.31%2.85%3.63%,0.0%0.0%0.72%1.2%1.82%2.35%2.73%5.41%,0.0%0.0%0.0%0.28%5.16%5.74%7.23%19.08%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.36%1.8%4.65%,0.0%0.0%0.0%0.04%0.1%0.34%0.41%0.85%,0.01%0.57%1.19%1.72%2.76%3.57%5.28%10.05%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%1.72%,0.0%0.0%0.0%0.0%0.8%4.46%13.71%23.34%,0.0%0.0%0.17%1.57%2.45%3.28%5.31%10.61%,7.14%10.83%12.48%15.11%19.05%22.78%27.39%50.91%
AZ_L_2,0.0%0.0%0.0%0.0%0.0%0.0%0.23%3.55%,0.0%0.0%0.4%1.68%5.05%7.55%9.02%13.19%,0.0%0.0%0.0%0.0%1.21%2.6%4.34%5.75%,0.0%0.0%0.0%7.21%7.97%8.67%12.16%15.26%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%2.39%10.6%,0.0%0.0%0.0%0.0%0.0%0.15%0.17%3.42%,0.0%0.57%2.19%2.82%3.64%4.78%5.22%9.99%,0.0%0.0%0.0%0.0%0.0%0.0%0.87%3.17%,0.0%0.0%0.0%0.0%0.0%0.26%1.6%23.7%,0.0%0.0%0.0%0.0%0.57%2.7%2.98%5.39%,5.63%13.87%23.01%26.12%28.38%33.51%38.07%59.75%
AZ_L_1,0.0%0.0%0.0%,4.05%15.82%520.83%,0.0%2.12%701.74%,0.0%8.21%140.78%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%1.8%40.65%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,27.95%185.48%1222.57%
AZ_L_4,0.0%0.0%0.0%0.0%0.0%0.01%0.11%0.24%0.55%,0.0%0.12%0.22%0.3%0.52%0.59%0.95%1.47%2.6%,0.0%0.0%0.14%0.36%0.81%1.41%1.47%1.72%2.09%,0.0%0.0%0.0%0.0%0.0%0.0%1.67%3.0%5.5%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.05%0.14%0.46%0.97%1.33%2.66%,0.0%0.0%0.0%0.04%0.13%0.15%0.53%0.84%1.8%,0.0%0.15%0.23%0.4%0.85%1.63%2.23%2.81%4.63%,0.0%0.0%0.0%0.0%0.0%0.06%0.21%0.5%1.5%,0.0%0.0%0.0%0.05%0.11%0.26%1.02%11.14%24.53%,0.0%0.0%0.0%1.06%2.77%3.0%3.44%4.35%7.04%,0.47%3.01%6.06%8.05%10.74%16.98%23.29%32.76%35.82%
AZ_L_6,0.0%0.0%0.01%0.76%,0.12%0.29%0.45%0.47%,0.0%0.44%1.18%1.76%,0.0%0.0%0.68%4.84%,0.0%0.0%0.0%0.0%,0.0%0.0%0.0%1.05%,0.0%0.0%0.0%0.11%,0.0%0.6%2.85%10.67%,0.0%0.06%1.17%1.31%,1.04%1.69%1.82%2.75%,0.0%0.0%0.0%0.63%,0.1%1.1%13.31%20.43%,0.0%0.0%2.1%3.48%,7.69%15.0%25.98%28.6%
AZ_L_5,0.0%0.0%0.0%0.17%0.4%0.46%0.69%1.71%,0.0%0.16%0.17%0.22%0.45%0.54%0.79%1.01%,0.0%0.0%0.33%0.45%0.52%1.35%4.69%4.75%,0.0%0.0%0.0%0.0%0.0%0.0%13.32%15.46%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%2.0%5.86%16.43%23.46%,0.0%0.0%0.0%0.0%0.0%0.41%1.06%1.64%,0.0%0.0%0.0%0.42%0.83%0.88%1.31%2.26%,0.0%0.0%0.0%0.0%0.0%0.0%0.75%0.84%,0.0%0.0%0.0%0.09%1.1%20.34%22.68%26.05%,0.0%0.0%0.0%1.87%2.38%3.24%3.57%6.11%,9.97%11.49%15.34%22.54%27.28%30.59%35.62%40.41%
AZ_M_3,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.01%,0.0%0.34%0.42%0.61%0.62%0.73%1.04%2.05%,0.0%0.0%0.0%0.0%0.0%0.73%0.84%1.63%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%7.64%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.07%1.12%16.97%36.67%,0.0%0.0%0.0%0.2%0.25%0.27%2.21%4.08%,0.0%0.0%0.0%0.0%0.46%0.66%1.87%3.56%,0.0%0.0%0.0%0.0%0.0%0.04%0.64%1.86%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%4.17%,0.0%0.0%0.0%0.0%0.0%0.44%1.72%3.27%,1.04%2.56%3.16%4.54%4.77%13.77%18.47%48.84%
AZ_M_1,0.0%0.0%3.64%,0.0%3.04%3.29%,0.0%0.0%7.63%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%35.17%,0.0%0.0%0.0%,0.0%0.0%5.05%,0.0%0.0%0.0%,0.0%0.0%0.0%,0.0%0.0%0.0%,5.05%10.92%41.85%
AZ_M_2,0.0%0.02%0.32%11.89%,0.0%0.86%0.88%2.59%,0.0%0.41%0.89%4.66%,0.0%0.0%14.09%35.96%,0.0%0.0%0.0%26.75%,0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%,0.0%0.0%0.0%4.96%,0.0%0.0%0.0%1.12%,0.0%0.03%0.22%1.23%,0.0%0.0%0.0%2.49%,0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%,7.49%11.89%43.34%46.64%
AZ_M_4,0.0%0.43%,0.41%1.17%,0.0%5.33%,0.0%0.0%,0.0%1.93%,0.0%0.0%,0.0%0.0%,0.0%0.73%,0.0%0.17%,0.0%5.58%,0.0%6.11%,0.0%0.06%,0.0%10.8%,0.41%32.31%
AZ_M_6,0.18%,0.00%,0.16%,0.00%,0.00%,0.00%,0.00%,13.73%,0.09%,4.48%,0.00%,0.00%,0.00%,18.64%
AZ_N_3,0.0%0.0%0.0%0.0%0.0%0.0%0.01%0.44%,0.0%0.0%0.0%0.16%0.22%0.58%1.2%2.35%,0.0%0.0%0.3%0.69%1.38%2.82%3.67%6.25%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.43%2.14%19.93%34.4%,0.0%0.0%0.0%0.05%0.23%0.58%0.98%3.74%,0.01%0.27%0.62%0.78%1.05%1.77%3.11%6.83%,0.0%0.0%0.0%0.0%0.0%0.26%0.47%1.11%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%1.13%2.91%,2.32%3.37%5.38%6.74%11.51%15.59%25.7%47.88%
AZ_N_5,0.1%0.44%0.56%5.57%,0.33%0.55%0.55%1.41%,0.0%0.0%1.24%6.27%,0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%,0.0%0.4%0.46%39.42%,0.09%0.24%2.49%5.01%,0.0%0.0%1.26%1.33%,0.0%0.0%0.34%2.6%,0.0%0.0%0.0%0.25%,1.36%1.91%3.12%6.85%,9.03%10.76%11.68%52.65%
AZ_N_1,0.0%0.0%0.0%0.0%0.0%0.0%0.0%1.9%,0.0%0.91%1.4%1.62%2.15%4.21%7.25%7.34%,0.0%0.0%0.0%0.0%0.0%1.74%6.41%25.61%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%32.67%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%28.25%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%43.42%,0.0%0.0%0.0%0.0%0.39%2.08%2.86%9.96%,0.0%0.0%0.0%0.34%0.77%0.97%1.94%5.93%,0.0%0.0%0.0%0.0%0.0%0.0%2.42%4.03%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%1.4%4.51%13.82%34.35%35.59%45.39%61.5%
AZ_N_2,0.0%0.0%0.0%0.0%0.0%0.0%0.18%,0.0%0.0%0.0%0.0%0.8%1.11%2.5%,0.0%0.0%0.0%0.12%0.46%1.97%6.13%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.01%0.89%13.22%,0.0%0.0%0.0%0.0%0.07%0.91%2.68%,0.0%0.01%0.52%0.71%1.26%2.52%3.75%,0.0%0.0%0.0%0.0%0.0%0.17%1.17%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,1.26%2.52%3.28%4.58%6.53%13.33%37.84%
AZ_N_4,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.08%0.25%0.29%0.59%0.69%0.77%8.47%,0.0%0.0%0.0%0.05%0.09%0.09%0.12%0.12%0.2%0.46%0.52%0.66%1.57%1.91%2.14%,0.0%0.0%0.07%0.08%0.11%0.13%0.35%0.56%0.77%1.18%1.45%1.96%2.22%3.47%12.18%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.88%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%1.81%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%2.05%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.05%0.08%0.08%0.1%0.24%0.82%1.01%2.16%5.5%5.57%9.39%18.83%,0.0%0.0%0.01%0.04%0.05%0.17%0.23%0.83%0.91%1.07%1.22%1.6%1.6%2.46%4.4%,0.0%0.18%0.3%0.38%0.42%0.43%0.48%0.62%0.79%0.96%1.1%1.29%2.9%4.69%4.97%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.43%0.77%1.3%1.37%1.61%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.02%0.16%0.2%0.22%0.7%0.92%,0.0%0.0%0.16%0.27%0.69%0.78%1.76%2.61%2.69%2.93%3.12%4.11%4.45%4.61%6.84%,1.24%1.36%1.36%2.91%4.68%7.95%8.86%9.32%11.43%13.52%14.41%16.74%17.66%20.85%36.68%
AZ_N_6,0.57%,0.17%,1.25%,0.00%,0.00%,0.00%,0.00%,2.79%,1.59%,2.03%,0.18%,3.00%,6.09%,17.69%
AZ_O_2,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.37%0.49%0.96%1.05%1.19%1.46%1.94%3.97%26.22%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.21%1.29%3.82%6.63%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%3.59%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%18.93%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%6.45%20.74%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%1.68%5.45%6.31%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.41%0.43%0.56%0.9%1.02%2.47%,0.0%0.0%0.0%0.0%0.04%0.07%0.72%1.11%1.81%2.05%5.95%13.08%14.95%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.03%0.06%0.22%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.02%0.11%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%0.0%2.72%4.79%,0.0%0.0%0.45%1.89%7.22%9.99%15.06%15.52%16.51%21.23%25.44%26.4%26.57%
AZ_O_3,0.0%0.0%0.0%0.0%0.0%0.0%1.08%,0.0%0.0%0.09%0.24%1.43%2.08%3.0%,0.0%0.48%1.02%1.77%2.08%3.05%6.79%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.0%0.0%0.0%,0.0%0.0%0.0%0.0%0.09%1.12%12.01%,0.0%0.0%0.0%0.19%0.71%0.8%1.35%,0.0%0.29%0.68%1.4%1.86%2.16%5.02%,0.0%0.0%0.0%0.0%0.19%0.71%0.84%,0.0%0.0%0.0%0.0%0.0%0.0%0.47%,0.0%0.0%0.0%0.0%0.33%1.8%2.33%,2.5%4.84%6.84%9.6%11.94%14.76%20.55%
